1003804905,XSH06PT1,Not found,$358.80,Not Found
1003804905,XSH06PT1,18-Volt X2 LXT Lithium-Ion (36-Volt) Brushless Cordless 7-1/4 in. Circular Saw Kit with 4 Batteries (5.0Ah),$358.80,$349.00
